"","1","110","120","130","140","150","160","170","180","190","200","210","220","230","240","250","260","270","280","290","300"
"1",0.958685108676127,0,0.00089814981138854,0,0,0,0,0.000179629962277708,0,0,0,0,0,0.00089814981138854,0,0.000179629962277708,0.000179629962277708,0,0.00269444943416562,0.00395185917010957,0.0323333932099874
"110",0,0.813295615275813,0,0.0427157001414427,0,0,0,0,0.00615275813295615,0.00134370579915134,0.0136492220650636,0,0.121711456859972,0,0,0.000424328147100424,0.000212164073550212,0.000495049504950495,0,0,0
"120",0.0554214862278439,0,0.751768328201714,0,0.000582508113505867,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000416077223932762,0,0.192186069734543
"130",0.000345824949698189,0,0,0.835135814889336,0,0.000188631790744467,0.0000628772635814889,0.000345824949698189,0.0137386820925553,0.00433853118712274,0,0.0127640845070423,0.12921277665996,0,0.0002829476861167,0.0019806338028169,0.000597334004024145,0.000943158953722334,0,0.0000628772635814889,0
"140",0.0745222929936306,0,0.0321656050955414,0,0.706369426751592,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182165605095541,0,0.00477707006369427
"150",0,0,0,0,0,0.805218864129572,0.000688085534324882,0.000105859312973059,0,0.0121208913354152,0,0.0138675699994707,0,0,0.166040332398243,0.000105859312973059,0.001799608320542,0,0.0000529296564865294,0,0
"160",0.014621324133399,0,0.000123213405618531,0,0.0149088220798423,0,0.814317397732873,0.00907672088056514,0,0,0,0.000123213405618531,0,0.0493675045178249,0,0,0,0,0.0956546738951865,0.00180712994907179,0
"170",0.0189734590919061,0,0.0331944139796739,0,0.000036557724647218,0.000987058565474885,0.000036557724647218,0.772355048621774,0,0,0,0.000255904072530526,0,0.000036557724647218,0.000146230898588872,0.00255904072530526,0,0,0,0.166264531695547,0.00515463917525773
"180",0.000725067563113836,0,0,0.000131830466020697,0,0,0,0.0235976534177048,0.785643662250346,0,0,0,0.000461406631072441,0,0,0.0670357919715246,0,0.115549403467141,0,0.00685518423307626,0
"190",0.00333428598647233,0.000666857197294465,0,0.0000476326569496046,0,0.000428693912546442,0.025054777555492,0,0.0000952653138992093,0.770553491473754,0,0.0000476326569496046,0.000523959226445651,0.00252453081832905,0.000190530627798419,0.000190530627798419,0.194150709726589,0,0.00214346956273221,0.0000476326569496046,0
"200",0,0.00285527818567466,0,0.000897373144069179,0,0.011543481807799,0,0,0,0.00607766356665035,0.951908957415565,0,0.00310001631587535,0,0.0153777125142764,0,0.00823951705008974,0,0,0,0
"210",0.000467799781693435,0,0,0,0,0,0.0132543271479807,0.0209730235459223,0,0,0,0.901995945735225,0.000389833151411196,0.000779666302822392,0.0201933572431,0,0,0,0.0057695306408857,0.036176516450959,0
"220",0.000777640547092997,0.0198069621700746,0,0.0719546223868991,0,0,0,0,0.00141805040940488,0.00032020493115594,0.000228717807968528,0.0114358903984264,0.867206440693472,0,0,0.0125794794382691,0.00260738301084122,0.0111156854672705,0,0.000548922739124468,0
"230",0.00799824695957051,0,0,0,0.000109565026843432,0,0.05204338775063,0.00251999561739893,0,0,0,0,0,0.897447134874548,0,0,0,0,0.00186260545633834,0.0380190643146708,0
"240",0,0,0,0.000210581732034746,0,0.0574888128454857,0.000263227165043432,0,0,0.000947617794156357,0,0.00626480652803369,0,0,0.903185048697026,0.000631745196104238,0.0184259015530403,0,0.0125822584890761,0,0
"250",0.00164744645799012,0,0,0,0,0.000658978583196046,0,0.00274574409665019,0.0443712246018671,0,0,0,0,0,0.000549148819330038,0.908182317408018,0.000329489291598023,0.00274574409665019,0,0.0387699066447007,0
"260",0.00145911096029861,0.0000339328130302002,0,0,0,0,0.00111978282999661,0,0.0000678656260604004,0.0562606040040719,0.0000339328130302002,0,0.000508992195453003,0.00834747200542925,0.000135731252120801,0.00285035629453682,0.919477434679335,0,0.00960298608754666,0.000101798439090601,0
"270",0.000551745881611098,0.0000788208402301568,0,0.0000788208402301568,0,0,0,0.000788208402301569,0.0530464254748956,0,0,0,0.00102467092299204,0,0,0.000472925041380941,0,0.916844013557184,0,0.027114369039174,0
"280",0.0270623610929533,0,0.000261472087854622,0,0.0084542641739661,0,0.0457140366932497,0.0000435786813091036,0,0,0,0,0,0,0,0,0,0,0.912058221118229,0.000566522857018347,0.00583954329541988
"290",0.012559694364852,0,0.00150429799426934,0,0,0,0,0.0466809933142311,0,0,0,0,0.0000238777459407832,0,0,0,0,0,0,0.919675262655205,0.0195558739255014
"300",0.0430647904747178,0,0.0541209216019793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.902814287923303
