"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","110","120","130","140","150","160","170","180","190","200","210","220","230","240","250","260","270","280","290","300"
"1",0.928571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714285714285714
"2",0.0769230769230769,0.884615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384615384615385
"3",0,0.00429184549356223,0.901287553648069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00429184549356223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0901287553648069
"4",0,0,0.0227272727272727,0.681818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295454545454545
"5",0,0,0,0,0.916905444126075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00286532951289398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802292263610315
"6",0,0,0,0,0.02,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13
"7",0,0,0,0,0.00684931506849315,0,0.89041095890411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00684931506849315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958904109589041
"8",0,0,0,0,0,0,0.00401606425702811,0.879518072289157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00401606425702811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112449799196787
"9",0,0,0,0,0,0.00738007380073801,0,0,0.952029520295203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040590405904059
"10",0,0,0,0,0,0,0,0.0117647058823529,0,0.917647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705882352941176
"11",0,0,0,0,0.00286532951289398,0,0,0,0,0,0.962750716332378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343839541547278
"12",0,0,0,0,0,0,0,0,0,0.0116279069767442,0,0.924418604651163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00581395348837209,0,0,0,0,0.00581395348837209,0,0,0,0,0,0,0,0,0,0,0,0.0406976744186047,0.0116279069767442
"13",0,0,0,0,0,0,0,0,0,0,0.00561797752808989,0,0.966292134831461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280898876404494,0,0
"14",0,0,0,0,0,0,0,0,0,0.0121951219512195,0,0,0,0.98780487804878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",0,0,0,0,0,0,0,0,0.010752688172043,0,0,0,0,0,0.951612903225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376344086021505
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00757575757575758,0.982323232323232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00252525252525253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00505050505050505,0.00252525252525253
"17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476190476190476,0.952380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555555555555556,0.111111111111111,0.833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392156862745098,0,0,0,0.96078431372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181818181818182,0,0,0,0.0181818181818182,0.945454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181818181818182,0
"21",0,0,0,0,0,0,0,0,0.0125786163522013,0,0,0,0,0,0,0,0,0,0,0,0.976939203354298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00838574423480084,0.00209643605870021
"22",0,0,0,0,0,0,0,0,0,0.0072202166064982,0,0,0,0,0,0,0,0,0,0,0,0.978339350180505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072202166064982,0.0072202166064982
"23",0,0,0,0,0,0,0,0,0,0,0,0.0267857142857143,0,0,0,0,0,0,0,0,0,0,0.928571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00892857142857143,0,0,0,0.0357142857142857,0
"24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0.833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0
"25",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256410256410256,0,0,0,0,0,0,0,0,0,0,0.974358974358974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153846153846154,0,0,0,0,0,0,0,0,0,0,0.0461538461538462,0.861538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,0,0,0,0,0,0,0
"27",0.0103092783505155,0.0206185567010309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.927835051546392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412371134020619
"28",0,0,0,0,0,0,0.0078740157480315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992125984251969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",0,0.00862068965517241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.922413793103448,0,0,0,0,0,0.00862068965517241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0603448275862069
"30",0,0,0,0,0,0,0,0,0,0,0,0,0.0222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866666666666667,0.0111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111111111111111,0,0.0888888888888889,0,0
"31",0,0,0,0,0,0,0,0,0,0,0,0,0.018348623853211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00917431192660551,0.972477064220184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",0,0,0.00189753320683112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992409867172676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00569259962049336
"33",0,0,0,0,0,0,0,0,0,0,0.0037037037037037,0,0.0037037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.985185185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00740740740740741,0,0
"110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813295615275813,0,0.0427157001414427,0,0,0,0,0.00615275813295615,0.00134370579915134,0.0136492220650636,0,0.121711456859972,0,0,0.000424328147100424,0.000212164073550212,0.000495049504950495,0,0,0
"120",0.00120662394940501,0.000249646334359657,0.00337022551385537,0.000707331280685695,0.00515935757676625,0.00237164017641674,0.00312057917949571,0.0036614795706083,0.00553382707830573,0.0024548556212033,0.00145627028376467,0.000832154447865524,0,0.000915369892652076,0.00374469501539486,0.00303736373470916,0,0,0,0,0.00686527419489057,0.00233003245402347,0,0,0,0,0.00199717067487726,0.00233003245402347,0.000540900391112591,0,0,0.00353665640342848,0,0,0.751768328201714,0,0.000582508113505867,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000416077223932762,0,0.192186069734543
"130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000345824949698189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835135814889336,0,0.000188631790744467,0.0000628772635814889,0.000345824949698189,0.0137386820925553,0.00433853118712274,0,0.0127640845070423,0.12921277665996,0,0.0002829476861167,0.0019806338028169,0.000597334004024145,0.000943158953722334,0,0.0000628772635814889,0
