point,location,rawDate,state
33,FC3,11/24/2003 16:24,1
34,FC3,1/24/2004 9:43,0
35,FC3,2/2/2004 21:05,1
36,FC3,3/9/2004 21:04,0
37,FC3,3/9/2004 21:15,Missing data
38,FC3,4/22/2004 14:22,1
39,FC3,9/15/2004 12:19,1
