point,location,rawDate,state
29,FC1,11/24/2003 16:50,1
30,FC1,9/15/2004 13:49,1
886,FC1,9/15/2004 14:00,Missing data
887,FC1,12/22/2005 15:56,1
888,FC1,12/22/2005 16:15,Missing data
889,FC1,4/17/2006 11:29,1
890,FC1,4/17/2006 11:45,Missing data
891,FC1,8/29/2006 14:12,1
