point,location,rawDate,state
822,LM1,9/14/2005 12:52,1
823,LM1,12/21/2005 0:48,0
824,LM1,12/21/2005 13:01,1
825,LM1,12/21/2005 22:38,0
826,LM1,12/22/2005 14:52,1
827,LM1,12/23/2005 0:22,0
828,LM1,12/23/2005 18:59,1
829,LM1,8/29/2006 12:22,1
